Rk,player_id,Player,PlayerName,Race,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
180,goodwbr01,Brandon Goodwin\goodwbr01,Brandon Goodwin,Black,PG,25,ATL,47,620,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,-0.2,0.4,0.2,0.013,-2.7,-0.8,-3.5,-0.2,#N/A
181,gordoaa01,Aaron Gordon\gordoaa01,Aaron Gordon,Black/Mixed,PF,25,TOT,50,1384,14.5,0.547,0.353,0.299,6,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.2,0,0.7,16409091
182,gordoer01,Eric Gordon\gordoer01,Eric Gordon,Black,SG,32,HOU,27,789,14.4,0.577,0.572,0.311,1,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.048,0.9,-1.5,-0.6,0.3,18218818
183,grahade01,Devonte' Graham\grahade01,Devonte' Graham,Black,PG,25,CHO,55,1659,14.6,0.552,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,0.099,1.6,-1.1,0.5,1,11000000
184,grantje01,Jerami Grant\grantje01,Jerami Grant,Black,SF,26,DET,54,1829,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,2,-1.2,0.9,1.3,20000000
185,greenda02,Danny Green\greenda02,Danny Green,Black/Mixed,SF,33,PHI,69,1934,12.1,0.582,0.794,0.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14,1.6,3.1,4.6,0.115,0.2,1.2,1.5,1.7,10000000
186,greendr01,Draymond Green\greendr01,Draymond Green,Black,PF,30,GSW,63,1982,13.3,0.53,0.332,0.232,3,20.9,12.1,36.4,2.5,2.3,31,13.1,1.2,3.4,4.6,0.112,-1.7,3.3,1.5,1.8,24026712
187,greenja01,JaMychal Green\greenja01,JaMychal Green,Black,PF,30,DEN,58,1120,13.6,0.59,0.529,0.152,8.6,19.4,14,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.4,-1.6,-2,0,15852431
188,greenja02,Javonte Green\greenja02,Javonte Green,Black,SG-PG,27,TOT,41,473,12.1,0.61,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,0.5,0.6,1.1,0.107,-2.2,1.5,-0.8,0.2,1669178
189,greenje02,Jeff Green\greenje02,Jeff Green,Black,C,34,BRK,68,1835,13,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,2.9,1.2,4.1,0.107,0,-1,-1,0.5,4500000
190,greenjo02,Josh Green\greenjo02,Josh Green,#N/A,SG,20,DAL,39,445,8.8,0.49,0.269,0.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,0.1,0.4,0.5,0.05,-3.6,0,-3.7,-0.2,2957520
191,griffbl01,Blake Griffin\griffbl01,Blake Griffin,Black/Mixed,PF,31,TOT,46,1186,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,0.9,1.1,2,0.081,-0.6,-0.4,-1,0.3,32405817
192,guyky01,Kyle Guy\guyky01,Kyle Guy,White,PG,23,SAC,31,235,8.5,0.449,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0,10.2,19.7,-0.1,0.1,-0.1,-0.015,-4,-2.3,-6.4,-0.3,1669178
193,hachiru01,Rui Hachimura\hachiru01,Rui Hachimura,Black/Asian,PF,22,WAS,57,1797,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2,-1.4,-3.5,-0.7,4916160
194,haganas01,Ashton Hagans\haganas01,Ashton Hagans,#N/A,PG,21,MIN,2,4,-12.4,,,,0,0,0,0,0,0,100,10.5,0,0,0,-0.353,-13.8,-7.9,-21.7,0,#N/A
195,halibty01,Tyrese Haliburton\halibty01,Tyrese Haliburton,#N/A,PG,20,SAC,58,1746,16.2,0.585,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,2.8,0.7,3.5,0.096,1.9,-0.9,1.1,1.4,4023600
196,halldo01,Donta Hall\halldo01,Donta Hall,Black,PF,23,ORL,13,179,22.3,0.731,0,0.971,13.5,22.8,18,9.4,1.4,5.1,13.8,14,0.6,0.2,0.8,0.223,0.9,1.2,2.2,0.2,#N/A
197,halljo01,Josh Hall\halljo01,Josh Hall,#N/A,SF,20,OKC,21,336,1,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.4,-12.1,-0.9,#N/A
198,hamptrj01,R.J. Hampton\hamptrj01,R.J. Hampton,#N/A,SG-PG,19,TOT,51,888,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,-0.3,0.7,0.4,0.021,-2.9,-0.9,-3.8,-0.4,2303040
199,hardati02,Tim Hardaway Jr.\hardati02,Tim Hardaway Jr.,Black,SG,28,DAL,70,1985,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3.2,1.2,4.3,0.105,1.9,-1.8,0.1,1.1,21306816
200,hardeja01,James Harden\hardeja01,James Harden,Black,PG-SG,31,TOT,44,1609,24.5,0.618,0.455,0.44,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,5.3,1.7,7,0.208,6.2,0.6,6.8,3.5,43848000
201,harklma01,Maurice Harkless\harklma01,Maurice Harkless,Black,PF-SF,27,TOT,37,772,8.1,0.527,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,0.2,0.4,0.6,0.038,-3.9,-0.2,-4,-0.4,4347600
202,harpeja01,Jared Harper\harpeja01,Jared Harper,Black,PG,23,NYK,8,16,-10.8,0.26,0.25,1,0,13.4,6.8,7.7,0,0,34.2,24.4,-0.1,0,-0.1,-0.365,-16.5,-6.2,-22.8,-0.1,#N/A
203,harremo01,Montrezl Harrell\harremo01,Montrezl Harrell,Black,C,27,LAL,69,1580,22.7,0.65,0.017,0.425,11.3,19.1,15.2,7.7,1.4,2.8,9.4,21.7,4.5,2.7,7.3,0.221,2.4,0.3,2.7,1.9,9720900
204,harriga01,Gary Harris\harriga01,Gary Harris,Black,SG,26,TOT,39,1080,9.1,0.511,0.409,0.226,2.1,5.9,4,10.3,1.3,1,8.9,16.7,0.2,0.6,0.7,0.033,-2.9,-1.8,-4.7,-0.8,20482143
205,harrija01,Jalen Harris\harrija01,Jalen Harris,#N/A,SG,22,TOR,13,172,15.2,0.632,0.5,0.125,1.9,9.9,5.8,16,2.3,0,15.6,22.6,0.1,0.1,0.3,0.079,0.4,0.1,0.6,0.1,#N/A
206,harrijo01,Joe Harris\harrijo01,Joe Harris,White,SF,29,BRK,69,2141,14.1,0.663,0.628,0.089,2.3,10.1,6.4,8.4,1,0.6,7.8,16.2,4.1,1.1,5.2,0.117,1.7,-1.5,0.2,1.2,17357143
207,harrito02,Tobias Harris\harrito02,Tobias Harris,Black,PF,28,PHI,62,2014,20,0.597,0.225,0.221,3.5,19.2,11.5,17.6,1.3,2.3,9.5,23.9,4.1,3.1,7.1,0.17,2.8,0.5,3.4,2.7,36000000
208,harrish01,Shaquille Harrison\harrish01,Shaquille Harrison,Black,SG,27,TOT,34,333,6.8,0.416,0.205,0.282,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,-0.2,0.4,0.2,0.03,-5.9,1.3,-4.6,-0.2,1789256
209,hartjo01,Josh Hart\hartjo01,Josh Hart,Black,SF,25,NOP,47,1349,12.2,0.566,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0,-1.1,0.3,12000000
210,harteis01,Isaiah Hartenstein\harteis01,Isaiah Hartenstein,Mixed,C,22,TOT,46,559,17.9,0.583,0.035,0.415,13,23.7,18.2,15.3,1.7,6.5,17.9,19.2,0.7,0.9,1.6,0.134,-2.5,1.1,-1.4,0.1,3430810
211,hasleud01,Udonis Haslem\hasleud01,Udonis Haslem,Black,C,40,MIA,1,3,54.6,1,0,0,0,37.5,19.1,0,0,0,0,30.1,0,0,0,0.475,24.1,7,31.1,0,2641691
212,hayesja02,Jaxson Hayes\hayesja02,Jaxson Hayes,Black/Mixed,C,20,NOP,60,964,19.1,0.675,0.05,0.429,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,2.6,1,3.5,0.176,0.6,-0.1,0.5,0.6,5348280
213,hayeski01,Killian Hayes\hayeski01,Killian Hayes,#N/A,PG,19,DET,26,670,5.3,0.422,0.358,0.085,1,10.6,5.7,29.7,2,1.3,28.5,19,-1.8,0.6,-1.1,-0.081,-6.3,-1,-7.3,-0.9,5572680
214,haywago01,Gordon Hayward\haywago01,Gordon Hayward,White,SF,30,CHO,44,1496,17.6,0.584,0.312,0.281,2.6,16.3,9.3,19.5,1.7,0.9,11,23.9,2.2,1.4,3.5,0.114,1.9,-0.5,1.4,1.3,29900000
215,hernaju01,Juan Hernangí_mez\hernaju01,Juan Hernangí_mez,#N/A,PF,25,MIN,52,900,12.1,0.549,0.562,0.324,5.2,20,12.3,5.6,1,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.3,-2.1,-3.3,-0.3,7012440
216,hernawi01,Willy Hernangí_mez\hernawi01,Willy Hernangí_mez,#N/A,C,26,NOP,47,846,19.6,0.591,0.037,0.347,15,27.8,21.4,8.5,1.2,2.6,9.9,17,1.9,1,2.9,0.163,1.1,-1.1,-0.1,0.4,2327220
217,herroty01,Tyler Herro\herroty01,Tyler Herro,White,SG,21,MIA,54,1635,13.3,0.543,0.425,0.167,1.8,16.7,9.4,18,1.1,1.1,11.9,23.5,0.1,1.6,1.7,0.049,-0.5,-1.1,-1.6,0.2,4004280
218,hieldbu01,Buddy Hield\hieldbu01,Buddy Hield,Black,SG,28,SAC,71,2433,12.8,0.567,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1,11.1,20.7,1.5,0.7,2.2,0.044,0.8,-1.6,-0.8,0.7,22477273
219,hillge01,George Hill\hillge01,George Hill,Black,PG,34,TOT,30,672,13.1,0.596,0.406,0.254,2.6,7.2,4.9,16,1.6,0.7,12.4,15.9,0.9,0.6,1.4,0.1,-0.9,-0.5,-1.4,0.1,4000000
220,hillso01,Solomon Hill\hillso01,Solomon Hill,Black,PF,29,ATL,71,1513,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,0.1,1.2,1.3,0.04,-3,0.2,-2.8,-0.3,2389641
221,hintona01,Nate Hinton\hintona01,Nate Hinton,#N/A,SG,21,DAL,21,93,10.4,0.442,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2,9.7,24.4,-0.2,0.1,0,-0.015,-4.6,0.4,-4.2,-0.1,1489065
222,hoardja01,Jaylen Hoard\hoardja01,Jaylen Hoard,Black,SF,21,OKC,19,320,13.4,0.547,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,0.2,0.3,0.5,0.07,-2.4,-0.2,-2.6,-0.1,#N/A
223,holidaa01,Aaron Holiday\holidaa01,Aaron Holiday,Black,PG,24,IND,66,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.2,-1,-4.1,-0.6,3980551
224,holidjr01,Jrue Holiday\holidjr01,Jrue Holiday,Black,PG,30,MIL,59,1907,20,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.7,3.5,2.6,30133333
225,holidju01,Justin Holiday\holidju01,Justin Holiday,Black,SG,31,IND,72,2183,10.4,0.571,0.725,0.136,1.6,11.1,6.4,7,1.6,1.5,7.5,14,1.4,1.8,3.1,0.069,-0.7,-0.4,-1.1,0.5,6006420
226,holliro01,Rondae Hollis-Jefferson\holliro01,Rondae Hollis-Jefferson,Black,PF,26,POR,11,107,14.4,0.539,0.056,0.889,10.7,15.4,13,15.7,0.9,3.4,7.4,10.9,0.3,0.1,0.3,0.147,-1.4,0.8,-0.6,0,#N/A
227,holmeri01,Richaun Holmes\holmeri01,Richaun Holmes,Black,C,27,SAC,61,1782,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,-0.3,0.3,1,10384500
228,hoodro01,Rodney Hood\hoodro01,Rodney Hood,Black,SF,28,TOT,55,942,5.6,0.452,0.435,0.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,-0.7,0.3,-0.4,-0.019,-5.3,-1.8,-7.1,-1.2,2239544
229,horfoal01,Al Horford\horfoal01,Al Horford,Black,C,34,OKC,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,1.9,1.4,3.3,1,27000000
230,hortota01,Talen Horton-Tucker\hortota01,Talen Horton-Tucker,Black,SG,20,LAL,65,1304,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.5,1.3,-1.2,0.3,9500000
231,houseda01,Danuel House\houseda01,Danuel House,#N/A,SF,27,HOU,36,932,9.1,0.525,0.574,0.232,2,13.6,7.5,10.6,1,1.5,10.7,15.3,0,0.5,0.5,0.026,-2.7,-0.5,-3.1,-0.3,3894000
232,howardw01,Dwight Howard\howardw01,Dwight Howard,Black,C,35,PHI,69,1196,17.8,0.61,0.066,0.693,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,1.3,2.6,4,0.159,-2.2,0.3,-1.9,0,2641691
233,howarma02,Markus Howard\howarma02,Markus Howard,#N/A,SG,21,DEN,37,205,6.4,0.477,0.613,0.085,0.6,11,5.8,12.6,1,0.5,14.1,27.2,-0.4,0.1,-0.3,-0.068,-5.9,-3.1,-9,-0.4,#N/A
234,huertke01,Kevin Huerter\huertke01,Kevin Huerter,White,SG,22,ATL,69,2126,12.2,0.541,0.528,0.088,2,9.7,6,16.3,1.9,0.7,9.4,17.2,1.9,1.7,3.6,0.08,-0.7,0.1,-0.6,0.8,4253357
235,hugheel01,Elijah Hughes\hugheel01,Elijah Hughes,#N/A,SF,22,UTA,18,64,8.4,0.488,0.767,0.133,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,-0.1,0.1,0,-0.013,-1.8,-1.9,-3.7,0,1517981
236,huntede01,De'Andre Hunter\huntede01,De'Andre Hunter,Black,SF,23,ATL,23,678,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.123,0.8,-0.1,0.8,0.5,7775400
237,hutchch01,Chandler Hutchison\hutchch01,Chandler Hutchison,Black,SF,24,TOT,25,346,6.8,0.469,0.214,0.243,1.9,22.2,12.1,6.3,1.6,1.2,14.9,16.2,-0.5,0.4,-0.1,-0.007,-5.9,-0.2,-6.1,-0.4,0
238,ibakase01,Serge Ibaka\ibakase01,Serge Ibaka,Black,C,31,LAC,41,955,18.2,0.585,0.315,0.145,8.9,23.1,16.2,11.5,0.5,4.4,10.2,20.1,1.7,1.3,3,0.15,1.3,-0.5,0.8,0.7,9742000
239,iguodan01,Andre Iguodala\iguodan01,Andre Iguodala,Black,SF,37,MIA,63,1339,9.2,0.519,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,-0.1,1.8,1.7,0.062,-2.5,1.8,-0.7,0.4,17641691
240,ilyaser01,Ersan ÛÁlyasova\ilyaser01,Ersan ÛÁlyasova,#N/A,PF,33,UTA,17,148,12.1,0.578,0.759,0.093,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,0.1,0.3,0.4,0.122,-2.7,1.5,-1.2,0,#N/A
241,inglejo01,Joe Ingles\inglejo01,Joe Ingles,White,SF,33,UTA,67,1867,15.9,0.672,0.722,0.16,1.6,11.8,6.9,24,1.2,0.5,16.3,16.6,4.7,2.3,7,0.18,2.7,0.7,3.4,2.5,14000000
242,ingrabr01,Brandon Ingram\ingrabr01,Brandon Ingram,Black,SF,23,NOP,61,2093,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1,1.6,11,28,3.9,1.3,5.3,0.12,3.6,-1.4,2.2,2.2,29467800
243,irvinky01,Kyrie Irving\irvinky01,Kyrie Irving,Black,PG,28,BRK,54,1886,24.4,0.614,0.348,0.201,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,5.8,1.6,7.4,0.189,5.7,-0.4,5.3,3.5,34916200
244,iwundwe01,Wesley Iwundu\iwundwe01,Wesley Iwundu,#N/A,SF,26,TOT,41,539,4.3,0.428,0.402,0.304,3,15.2,9.1,4.2,1.4,0.7,14.1,10.8,-0.5,0.4,0,-0.003,-6.1,-0.4,-6.6,-0.6,1824003
245,jacksfr01,Frank Jackson\jacksfr01,Frank Jackson,Black/Mixed,PG,22,DET,40,738,13.3,0.598,0.512,0.256,2.2,10.8,6.5,7.9,1,0.1,9.4,21.3,0.7,0.4,1.2,0.076,-0.4,-1.6,-2.1,0,3000000
246,jacksja02,Jaren Jackson Jr.\jacksja02,Jaren Jackson Jr.,Black,C,21,MEM,11,258,18,0.551,0.48,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,0.2,0.5,0.7,0.123,-0.7,0.6,-0.1,0.1,9180560
247,jacksjo02,Josh Jackson\jacksjo02,Josh Jackson,Black,SG,23,DET,62,1560,12,0.516,0.364,0.308,4,14.2,9.1,15.1,1.7,2.6,15,26.5,-1.6,1.7,0.1,0.004,-2.4,-0.8,-3.3,-0.5,5005350
248,jacksju01,Justin Jackson\jacksju01,Justin Jackson,Black/Mixed,SF,25,TOT,34,577,10.4,0.516,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,-0.1,0.3,0.2,0.018,-2.1,-1.1,-3.2,-0.2,#N/A
249,jacksre01,Reggie Jackson\jacksre01,Reggie Jackson,Black,SG,30,LAC,67,1544,14.2,0.576,0.482,0.14,1.8,11.9,7,19,1.3,0.4,10.6,19.9,2.3,1.4,3.7,0.115,0.5,-0.5,0.1,0.8,10384500
250,jamesju01,Justin James\jamesju01,Justin James,Black/Mixed,SF,24,SAC,36,310,11.3,0.548,0.342,0.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,0.1,0,0.1,0.02,-2.2,-2.3,-4.5,-0.2,#N/A
251,jamesle01,LeBron James\jamesle01,LeBron James,Black,PG,36,LAL,45,1504,24.2,0.602,0.346,0.31,2.2,23.6,12.9,41.8,1.6,1.5,15.2,31.9,3,2.6,5.6,0.179,5.9,1.6,7.5,3.6,41180544
252,jamesmi02,Mike James\jamesmi02,Mike James,#N/A,PG,30,BRK,13,236,11.9,0.481,0.337,0.293,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9,0,0.1,0.1,0.028,-2.3,-2.2,-4.5,-0.2,#N/A
253,jeffrda01,DaQuan Jeffries\jeffrda01,DaQuan Jeffries,Black,SG,23,TOT,31,493,7.9,0.514,0.558,0.067,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,0,0.2,0.3,0.027,-3.8,-1.2,-5,-0.4,3370771
254,jeromty01,Ty Jerome\jeromty01,Ty Jerome,Mixed,SG,23,OKC,33,788,13.4,0.585,0.585,0.118,1.3,10.8,6,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.4,-0.3,0.3,2412840
255,joeis01,Isaiah Joe\joeis01,Isaiah Joe,#N/A,SG,21,PHI,41,383,9.5,0.533,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,0.2,0.4,0.6,0.078,-2.2,-1.3,-3.5,-0.1,1517981
256,johnsal02,Alize Johnson\johnsal02,Alize Johnson,Black,PF,24,BRK,18,189,23.5,0.638,0.088,0.191,16.6,35,26.3,10.9,1.3,2.3,10.9,19.1,0.6,0.3,0.9,0.227,2.4,0.2,2.6,0.2,1729217
257,johnsca02,Cameron Johnson\johnsca02,Cameron Johnson,Black/Mixed,PF,24,PHO,60,1437,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8,1.3,1,7.3,17,1.2,1.4,2.6,0.086,0,-0.6,-0.6,0.5,4437000
258,johnsja01,James Johnson\johnsja01,James Johnson,Black,PF,33,TOT,51,1043,11.4,0.51,0.367,0.232,3.4,15.1,9.3,12.9,2,3.8,13.2,17.1,-0.1,1.3,1.2,0.055,-2.6,1.1,-1.5,0.1,2641691
259,johnske04,Keldon Johnson\johnske04,Keldon Johnson,Black,SF,21,SAS,69,1968,13.8,0.557,0.257,0.278,4.9,17.6,11.1,8.9,1,1,9,19.2,1.6,1.7,3.3,0.079,-0.8,-1.1,-1.9,0,2145720
260,johnsst04,Stanley Johnson\johnsst04,Stanley Johnson,Black,PF,24,TOR,61,1006,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12,2.5,1.8,17.4,13.4,-0.1,1.1,1,0.048,-3.6,1,-2.6,-0.1,2089448
261,johnsty01,Tyler Johnson\johnsty01,Tyler Johnson,#N/A,SG,28,BRK,39,684,8.2,0.546,0.721,0.115,1,10.9,6.2,8.7,1,0,8.1,13.3,0.4,0.3,0.7,0.049,-2.5,-1.3,-3.8,-0.3,#N/A
262,jokicni01,Nikola JokiÛˆ\jokicni01,Nikola JokiÛˆ,White,C,25,DEN,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.2,2.5,11.7,8.6,30510423
263,jonesda03,Damian Jones\jonesda03,Damian Jones,Black,C,25,TOT,39,547,14.6,0.712,0.049,0.563,7.3,17.4,12.3,7,1,4.6,16.8,12.3,1,0.5,1.6,0.138,-2.2,0.9,-1.4,0.1,1977011
264,jonesde02,Derrick Jones Jr.\jonesde02,Derrick Jones Jr.,Black,SF,23,POR,58,1318,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.6,-0.3,-1.9,0.1,9731707
265,jonesma05,Mason Jones\jonesma05,Mason Jones,#N/A,SG,22,TOT,32,334,12.1,0.556,0.537,0.52,2.2,16,8.8,18.9,1,0.3,16.1,23,0,0.2,0.2,0.028,-1.2,-1.2,-2.4,0,#N/A
266,jonestr01,Tre Jones\jonestr01,Tre Jones,#N/A,PG,21,SAS,37,269,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20,1.4,0,13.1,16.1,0.2,0.1,0.4,0.066,-2.2,-1.2,-3.4,-0.1,1517981
267,jonesty01,Tyus Jones\jonesty01,Tyus Jones,Black/Mixed,PG,24,MEM,70,1222,15,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10,16.6,1.5,1.3,2.8,0.11,-0.2,0.6,0.4,0.8,7522200
268,jordade01,DeAndre Jordan\jordade01,DeAndre Jordan,Black,C,32,BRK,57,1246,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0,0.7,0.7,0.8,2641691
