Rk,player_id,Player,PlayerName,Race,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
269,josepco01,Cory Joseph\josepco01,Cory Joseph,Black,PG,29,TOT,63,1446,12.5,0.556,0.31,0.207,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,1.3,0.8,2.1,0.069,-1.9,-0.3,-2.1,-0.1,4910000
270,kabenmf01,Mfiondu Kabengele\kabenmf01,Mfiondu Kabengele,Black,PF,23,TOT,39,280,9.5,0.486,0.562,0.225,4.7,19.4,12,8.7,1.4,4.1,13.3,17.7,-0.2,0.3,0.2,0.026,-4.5,0,-4.5,-0.2,#N/A
271,kaminfr01,Frank Kaminsky\kaminfr01,Frank Kaminsky,White,C,27,PHO,47,715,15.8,0.547,0.331,0.233,5.8,23.7,14.9,15.3,1,2.1,7.2,19,1.1,0.9,2,0.133,0.3,0.8,1.1,0.6,2089448
272,kanteen01,Enes Kanter\kanteen01,Enes Kanter,White,C,28,POR,72,1758,22.4,0.636,0.007,0.292,16.8,31.9,24.2,7.2,0.9,2.4,11,17.4,5.7,1.7,7.5,0.204,2,-1.8,0.2,1,2641691
273,kennalu01,Luke Kennard\kennalu01,Luke Kennard,White,SG,24,LAC,63,1232,12.7,0.608,0.541,0.075,1.4,13,7.3,11.9,0.9,0.7,10.1,17.1,1.6,1.1,2.7,0.105,0.3,-1,-0.6,0.4,12727273
274,kinglo02,Louis King\kinglo02,Louis King,Black,SF,21,SAC,6,85,21.2,0.6,0.324,0.176,6.4,17.2,11.8,15.4,4,3,9.8,20.6,0.2,0.1,0.3,0.16,2.3,2.7,5,0.2,#N/A
275,klebima01,Maxi Kleber\klebima01,Maxi Kleber,White,PF,29,DAL,50,1341,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1.6,1.3,2.9,0.103,-0.6,0,-0.7,0.5,8750000
276,knighna01,Nathan Knight\knighna01,Nathan Knight,#N/A,PF,23,ATL,33,279,13.9,0.499,0.33,0.55,10.8,17.3,14.1,4,1.6,3.2,10.8,21.7,0.1,0.3,0.4,0.07,-2.2,-1.5,-3.8,-0.1,#N/A
277,knoxke01,Kevin Knox\knoxke01,Kevin Knox,#N/A,SF,21,NYK,42,464,9.1,0.537,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,0,0.6,0.6,0.065,-1.5,-0.2,-1.7,0,5845978
278,konchjo01,John Konchar\konchjo01,John Konchar,White,SG,24,MEM,43,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,0.9,0.8,1.7,0.145,-0.4,1.3,0.9,0.4,2197674
279,korkmfu01,Furkan Korkmaz\korkmfu01,Furkan Korkmaz,White,SG,23,PHI,55,1062,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2,0.092,-0.3,0.1,-0.3,0.5,4629630
280,kornelu01,Luke Kornet\kornelu01,Luke Kornet,White,C-PF,25,TOT,31,348,13.3,0.511,0.584,0.059,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,0.2,0.5,0.7,0.095,-0.7,1.3,0.6,0.2,#N/A
281,kurucro01,Rodions Kurucs\kurucro01,Rodions Kurucs,White,SF-PF,22,TOT,21,125,6.3,0.459,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,-0.3,0.2,-0.1,-0.041,-7,2.5,-4.6,-0.1,#N/A
282,kuzmaky01,Kyle Kuzma\kuzmaky01,Kyle Kuzma,Black/Mixed,SF,25,LAL,68,1954,12.7,0.546,0.502,0.128,6.3,17.7,12,9.8,0.9,1.9,12.4,20.3,0.4,2.9,3.3,0.08,-0.3,-0.4,-0.7,0.6,13000000
283,lamban01,Anthony Lamb\lamban01,Anthony Lamb,#N/A,SF,23,HOU,24,415,8.7,0.523,0.602,0.178,6.7,11.5,9,7.9,0.7,1.1,13,15,0.1,0.1,0.2,0.023,-3.5,-2.3,-5.8,-0.4,#N/A
284,lambje01,Jeremy Lamb\lambje01,Jeremy Lamb,Black,SG,28,IND,36,765,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.9,0.4,1.3,0.6,10500000
285,langfro01,Romeo Langford\langfro01,Romeo Langford,Black,SG,21,BOS,18,283,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,-0.2,0.2,0,0.003,-4.9,0,-5,-0.2,3804360
286,lavinza01,Zach LaVine\lavinza01,Zach LaVine,Black/Mixed,SG,25,CHI,58,2034,21.5,0.634,0.425,0.265,2,13.6,7.9,23.4,1.1,1.2,13.9,31,4,1.8,5.9,0.138,4.8,-1.1,3.7,2.9,19500000
287,laymaja01,Jake Layman\laymaja01,Jake Layman,White,SF,26,MIN,45,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.6,-0.1,-2.7,-0.1,3940184
288,leaftj01,T.J. Leaf\leaftj01,T.J. Leaf,#N/A,PF,23,POR,7,35,11.2,0.551,0,0.2,0,15.7,7.6,4,2.8,2.6,15.5,15.8,0,0,0,0.022,-4.3,1.2,-3.2,0,#N/A
289,lecquja01,Jalen Lecque\lecquja01,Jalen Lecque,Black,PG,20,IND,4,12,4.7,0.242,0.111,0.333,18.2,27,22.6,20.6,0,0,0,36.6,-0.1,0,-0.1,-0.232,-6.3,-6.8,-13.1,0,#N/A
290,leeda03,Damion Lee\leeda03,Damion Lee,Black,SG,28,GSW,57,1079,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,0.119,-0.8,0.5,-0.3,0.5,1910860
291,leesa01,Saben Lee\leesa01,Saben Lee,#N/A,PG,21,DET,48,781,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,0.7,0.8,1.5,0.091,-2.2,0.3,-1.9,0,1489065
292,lenal01,Alex Len\lenal01,Alex Len,White,C,27,TOT,64,979,16.4,0.643,0.09,0.417,8.5,19.7,14.1,7,0.9,5.6,14.3,16.3,1.5,1.3,2.7,0.133,-1.2,0.6,-0.6,0.3,3731707
293,leonaka01,Kawhi Leonard\leonaka01,Kawhi Leonard,Black,SF,29,LAC,52,1773,26,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,6.4,2.4,8.8,0.238,5.7,1,6.7,3.9,39344900
294,leoname01,Meyers Leonard\leoname01,Meyers Leonard,White,C,28,MIA,3,29,6.6,0.635,1,0.286,0,27.1,13.8,9.7,0,0,20.2,15.4,0,0,0,0.038,-3.5,-0.9,-4.4,0,#N/A
295,leverca01,Caris LeVert\leverca01,Caris LeVert,Black,SG,26,TOT,47,1486,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,0.9,1.5,2.4,0.077,0.3,-0.4,-0.1,0.7,17500000
296,lewiski01,Kira Lewis Jr.\lewiski01,Kira Lewis Jr.,#N/A,PG,19,NOP,54,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2,1,8.6,18.3,0.2,0.6,0.9,0.045,-3.2,-0.5,-3.8,-0.4,3822240
297,lillada01,Damian Lillard\lillada01,Damian Lillard,Black,PG,30,POR,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.4,-1.6,5.9,4.8,43750000
298,littlna01,Nassir Little\littlna01,Nassir Little,Black,PF,20,POR,48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-2,-3.1,-0.2,2316240
299,looneke01,Kevon Looney\looneke01,Kevon Looney,Black,C,24,GSW,61,1161,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2,1.4,3.4,0.139,-1.9,0.5,-1.5,0.2,5178572
300,lopezbr01,Brook Lopez\lopezbr01,Brook Lopez,Black/Mixed,C,32,MIL,70,1902,15.4,0.611,0.439,0.222,6,13,9.6,3.5,1,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0.1,-0.1,0,1,13302325
301,lopezro01,Robin Lopez\lopezro01,Robin Lopez,Black/Mixed,C,32,WAS,71,1354,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,2.8,0.9,3.7,0.131,0.3,-1.4,-1.1,0.3,5000000
302,louzama01,Didi Louzada\louzama01,Didi Louzada,#N/A,SF,21,NOP,3,56,-0.9,0.308,0.615,0,1.9,3.9,2.9,6.5,1.7,0,18.8,12,-0.1,0,-0.1,-0.099,-8.2,-1.6,-9.8,-0.1,3304859
303,loveke01,Kevin Love\loveke01,Kevin Love,White,PF,32,CLE,25,622,15.1,0.556,0.619,0.202,3,31.2,16.7,16,1.3,0.3,12.2,21.9,0.3,0.6,0.9,0.073,0.8,-0.8,0,0.3,31300000
304,lowryky01,Kyle Lowry\lowryky01,Kyle Lowry,Black,PG,34,TOR,46,1601,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,2.9,1.3,4.1,0.124,1.9,-0.7,1.2,1.3,26984128
305,luwawti01,Timothí© Luwawu-Cabarrot\luwawti01,Timothí© Luwawu-Cabarrot,#N/A,SF,25,BRK,58,1050,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.7,-4.9,-0.8,1939350
306,lylestr01,Trey Lyles\lylestr01,Trey Lyles,Black/Mixed,PF,25,SAS,23,358,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,0.3,0.3,0.6,0.085,-1.2,-0.7,-1.9,0,2500000
307,magnawi01,Will Magnay\magnawi01,Will Magnay,#N/A,C,22,NOP,1,3,-35.1,0,1,0,0,0,0,0,0,0,50,28,0,0,0,-0.787,-30.7,-8.9,-39.6,0,#N/A
308,makerth01,Thon Maker\makerth01,Thon Maker,Black,C,23,CLE,8,76,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.174,0.3,1.2,1.5,0.1,#N/A
309,maledth01,Thí©o Maledon\maledth01,Thí©o Maledon,#N/A,PG,19,OKC,65,1778,8.2,0.489,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4.1,-1.1,-5.2,-1.4,2000000
310,maneka01,Karim Maní©\maneka01,Karim Maní©,#N/A,PG,20,ORL,10,88,1.3,0.362,0.154,0.385,1.1,15.9,8.3,6,0,2.1,16.5,8.9,-0.1,0,-0.1,-0.045,-9,-0.8,-9.9,-0.2,#N/A
311,mannte01,Terance Mann\mannte01,Terance Mann,Black,SG,24,LAC,67,1263,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,2.4,1.3,3.7,0.141,-0.5,0.4,-0.1,0.6,1782621
312,mannini01,Nico Mannion\mannini01,Nico Mannion,#N/A,PG,19,GSW,30,364,9.3,0.487,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,-0.2,0.4,0.2,0.029,-3.4,-0.7,-4.1,-0.2,#N/A
313,marjabo01,Boban MarjanoviÛˆ\marjabo01,Boban MarjanoviÛˆ,#N/A,C,32,DAL,33,271,22.6,0.562,0.066,0.311,19.3,32.7,26,5.9,0.4,2.1,8,24.6,0.7,0.3,1,0.183,1.6,-2.7,-1.1,0.1,3500000
314,markkla01,Lauri Markkanen\markkla01,Lauri Markkanen,White,PF,23,CHI,51,1317,15.2,0.619,0.568,0.177,3,19.4,11.3,5,1,1,8.5,20.2,1.7,1.3,3,0.109,1.3,-1.3,0,0.7,15690909
315,marshna01,Naji Marshall\marshna01,Naji Marshall,#N/A,SF,23,NOP,32,700,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,0.2,0.7,0.9,0.061,-2.1,0.8,-1.2,0.1,1517981
316,martica02,Caleb Martin\martica02,Caleb Martin,Black/Mixed,SF,25,CHO,53,818,9.5,0.465,0.488,0.25,4,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.4,0.9,0.5,0.03,-3.4,-0.3,-3.7,-0.4,#N/A
317,martico01,Cody Martin\martico01,Cody Martin,Black/Mixed,SF,25,CHO,52,849,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.6,0.3,-2.2,-0.1,1782621
318,martije02,Jeremiah Martin\martije02,Jeremiah Martin,Black,PG,24,CLE,9,75,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,-0.4,0.1,-0.3,-0.207,-8.5,-1.2,-9.7,-0.1,#N/A
319,martike03,Kelan Martin\martike03,Kelan Martin,Black,SF,25,IND,35,322,13.9,0.551,0.435,0.072,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,0.1,0.4,0.4,0.066,-1.2,-1,-2.3,0,1701593
320,martike04,Kenyon Martin Jr.\martike04,Kenyon Martin Jr.,#N/A,SF,20,HOU,45,1068,14.6,0.59,0.302,0.264,7,17.6,12.1,6.8,1.3,3.4,9.7,15.6,1.3,0.9,2.2,0.099,-1.5,-0.4,-1.8,0,1517981
321,masonfr01,Frank Mason III\masonfr01,Frank Mason III,#N/A,PG,26,ORL,4,79,7.5,0.462,0.208,0.292,3.8,12.2,7.9,22.3,0,0,15.6,17.5,0,0,0,-0.018,-6.1,-3.1,-9.2,-0.1,#N/A
322,mathega01,Garrison Mathews\mathega01,Garrison Mathews,White,SG,24,WAS,64,1038,9.7,0.635,0.835,0.401,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1.7,0.6,2.3,0.108,-1.7,-0.6,-2.3,-0.1,1669178
323,mathida01,Dakota Mathias\mathida01,Dakota Mathias,#N/A,SG,25,PHI,8,123,9.8,0.474,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,0,0.1,0.2,0.061,-1.9,-1.7,-3.6,0,#N/A
324,matthwe02,Wesley Matthews\matthwe02,Wesley Matthews,Black,SG,34,LAL,58,1130,7.2,0.517,0.782,0.163,2,7.2,4.6,6.3,1.6,1.3,8.8,11.4,0.2,1.5,1.7,0.073,-3.1,0.6,-2.4,-0.1,#N/A
325,maxeyty01,Tyrese Maxey\maxeyty01,Tyrese Maxey,#N/A,SG,20,PHI,61,935,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23,0.8,1.1,1.9,0.099,-1.3,-0.6,-1.9,0,2602920
326,mayssk01,Skylar Mays\mayssk01,Skylar Mays,#N/A,SG,23,ATL,33,269,16.8,0.569,0.408,0.255,4.2,10,7.1,16.4,2.6,0.7,7.6,19.1,0.5,0.3,0.8,0.14,1,0.6,1.6,0.2,#N/A
327,mccawpa01,Patrick McCaw\mccawpa01,Patrick McCaw,Black,SF,25,TOR,5,33,12,1.078,0,3,3.2,6.9,5,15.2,2.9,0,0,3,0.1,0,0.1,0.209,-2.5,3.5,1,0,#N/A
328,mccolcj01,CJ McCollum\mccolcj01,CJ McCollum,Black,SG,29,POR,47,1600,20.8,0.577,0.475,0.15,2,10.6,6.2,23,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,4.9,-1.5,3.3,2.1,30864198
329,mccontj01,T.J. McConnell\mccontj01,T.J. McConnell,White,PG,28,IND,69,1796,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1,20.9,15.3,2.6,2.2,4.8,0.128,-0.1,1.6,1.5,1.6,7500000
330,mcdanja02,Jaden McDaniels\mcdanja02,Jaden McDaniels,#N/A,PF,20,MIN,63,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12,0.5,0.9,1.4,0.046,-3.4,-0.3,-3.8,-0.7,2063280
331,mcdanja01,Jalen McDaniels\mcdanja01,Jalen McDaniels,Black,SF,23,CHO,47,904,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17,0.3,0.9,1.2,0.062,-2.7,-0.5,-3.3,-0.3,1782621
332,mcderdo01,Doug McDermott\mcderdo01,Doug McDermott,White,PF,29,IND,66,1619,15.6,0.635,0.43,0.147,4,10.7,7.4,7.8,0.6,0.3,7,20,3.1,0.7,3.8,0.112,1.5,-2.1,-0.5,0.6,13750000
333,mcderse01,Sean McDermott\mcderse01,Sean McDermott,#N/A,SF,24,MEM,18,158,7.2,0.534,0.667,0.242,4,8.8,6.4,3.1,0.6,1.7,9.9,10.8,0.1,0.1,0.2,0.05,-3.3,-1.8,-5.1,-0.1,1489065
334,mcgeeja01,JaVale McGee\mcgeeja01,JaVale McGee,Black,C,33,TOT,46,678,17,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,-0.1,1.1,1,0.068,-3.2,1,-2.1,0,5000000
335,mcgruro01,Rodney McGruder\mcgruro01,Rodney McGruder,Black,SG,29,DET,16,194,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2,0.4,8.7,18.1,0.3,0.2,0.5,0.121,0.9,-0.2,0.7,0.1,1939350
336,mckinal01,Alfonzo McKinnie\mckinal01,Alfonzo McKinnie,Black,SF,28,LAL,39,258,15.5,0.604,0.419,0.194,9.6,13.9,11.8,3.6,1.3,0,4.7,17.8,0.5,0.3,0.8,0.156,0.4,-1.2,-0.8,0.1,#N/A
337,mclaujo01,Jordan McLaughlin\mclaujo01,Jordan McLaughlin,Black,PG,24,MIN,51,938,12,0.502,0.38,0.124,2.3,10.4,6.2,28,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2.1,0,-2.2,0,1669178
338,mclembe01,Ben McLemore\mclembe01,Ben McLemore,Black,SG,27,TOT,53,905,8.5,0.523,0.767,0.145,1.7,10.5,6,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.3,-4,-0.5,2389641
339,mellini01,Nicolí_ Melli\mellini01,Nicolí_ Melli,#N/A,PF,30,TOT,45,566,7.9,0.441,0.603,0.177,5.6,17.9,11.8,9.8,1.2,0.5,7.3,12.5,0.1,0.5,0.6,0.048,-3.5,-0.1,-3.6,-0.2,#N/A
340,meltode01,De'Anthony Melton\meltode01,De'Anthony Melton,Black,PG,22,MEM,52,1045,15.2,0.568,0.537,0.13,3,13.4,8.2,17.5,2.7,2.7,13.7,19.5,0.7,1.5,2.2,0.103,0.6,1.4,2,1,8437500
341,merrisa01,Sam Merrill\merrisa01,Sam Merrill,#N/A,SG,24,MIL,30,233,11.9,0.603,0.653,0.056,2.8,10.4,6.8,11.4,1.6,0.4,11.9,15,0.3,0.2,0.5,0.102,-0.6,-0.8,-1.4,0,1517981
342,metuch01,Chimezie Metu\metuch01,Chimezie Metu,Black,C,23,SAC,36,488,14.5,0.571,0.207,0.24,7,18.7,12.7,8.2,1.4,3.1,12.8,20,0.3,0.3,0.6,0.061,-2.3,-1.7,-3.9,-0.2,1762796
343,middlkh01,Khris Middleton\middlkh01,Khris Middleton,Black,SF,29,MIL,68,2269,18.2,0.588,0.34,0.22,2.6,15.7,9.4,23.2,1.5,0.4,13.1,25,4.1,2.2,6.4,0.135,2,-0.7,1.3,1.9,35500000
344,milleda01,Darius Miller\milleda01,Darius Miller,Black,SF,30,OKC,18,197,15.9,0.685,0.875,0.25,1,11.8,6.3,15.4,3.1,2.3,13.1,13.2,0.4,0.2,0.6,0.156,1.2,2.7,3.9,0.3,#N/A
345,millspa02,Patty Mills\millspa02,Patty Mills,Black/Mixed,PG,32,SAS,68,1685,11.8,0.57,0.702,0.128,1.1,6.3,3.7,13.5,1.2,0.2,9.3,18.4,1.3,0.8,2.2,0.062,0.1,-1.8,-1.6,0.2,5890000
346,millspa01,Paul Millsap\millspa01,Paul Millsap,Black,PF,35,DEN,56,1162,16.4,0.565,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3,10.3,18.6,1.7,1.6,3.2,0.133,0.4,0.1,0.5,0.7,2641691
347,miltosh01,Shake Milton\miltosh01,Shake Milton,Black,SG,24,PHI,63,1461,14.6,0.549,0.304,0.264,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,1.1,1.6,2.8,0.091,-0.9,-1.2,-2.1,0,1846738
348,mitchdo01,Donovan Mitchell\mitchdo01,Donovan Mitchell,Black,PG,24,UTA,53,1771,21.3,0.569,0.423,0.29,3.1,10.6,7,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.1,-0.6,3.5,2.5,28103550
349,mokokad01,Adam Mokoka\mokokad01,Adam Mokoka,Black,SG,22,CHI,14,56,2.2,0.386,0.526,0.053,2,7.8,4.9,11.9,1.7,1.6,20.5,18.9,-0.2,0.1,-0.1,-0.112,-7.7,-2.2,-9.9,-0.1,#N/A
350,monkma01,Malik Monk\monkma01,Malik Monk,Black,SG,22,CHO,42,878,13.6,0.569,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,0.5,0.5,1,0.054,0.3,-2.3,-1.9,0,1789256
351,mooreet01,E'Twaun Moore\mooreet01,E'Twaun Moore,Black,SG,31,PHO,27,389,10.4,0.523,0.289,0.116,4.2,8.9,6.6,13.7,1.9,1.2,15.3,17.2,0,0.4,0.4,0.049,-3.7,0.5,-3.1,-0.1,2641691
352,moranja01,Ja Morant\moranja01,Ja Morant,Black,PG,21,MEM,63,2053,16.7,0.537,0.252,0.389,3,10.1,6.5,33.5,1.3,0.6,15.3,27.2,1.6,1.6,3.2,0.074,1.3,-2,-0.8,0.6,9603360
353,morgaju01,Juwan Morgan\morgaju01,Juwan Morgan,Black,PF,23,UTA,29,147,8.5,0.529,0.433,0.233,6.8,13.1,10.1,8,1.3,0.6,10.8,10.9,0.1,0.2,0.3,0.105,-3.5,0.8,-2.7,0,#N/A
354,morrima03,Marcus Morris\morrima03,Marcus Morris,#N/A,PF,31,LAC,57,1502,14.5,0.614,0.507,0.152,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,2.1,1.5,3.6,0.115,0.9,-1,-0.2,0.7,15627907
355,morrima02,Markieff Morris\morrima02,Markieff Morris,Black,PF,31,LAL,61,1200,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,-0.2,1.8,1.6,0.062,-2.8,-0.2,-3,-0.3,2641691
356,morrimo01,Monte Morris\morrimo01,Monte Morris,Black,PG,25,DEN,47,1196,14,0.574,0.346,0.189,1,8,4.6,17.1,1.4,1.1,7.5,16.5,2,0.8,2.9,0.115,0.2,-1.1,-0.8,0.4,8333333
357,muldemy01,Mychal Mulder\muldemy01,Mychal Mulder,Adopted,PG,26,GSW,60,766,10.8,0.613,0.808,0.083,1.1,7.1,4.2,4.8,0.7,1.4,5.5,16.2,0.6,0.6,1.2,0.075,-0.9,-1.4,-2.3,0,1782621
358,murrade01,Dejounte Murray\murrade01,Dejounte Murray,Black,PG,24,SAS,67,2139,16.5,0.509,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7,2.6,3.3,0.074,-0.2,0.8,0.6,1.4,15428571
359,murraja01,Jamal Murray\murraja01,Jamal Murray,Black/Mixed,PG,23,DEN,48,1704,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,0.129,2.7,-1,1.7,1.6,31590000
